proj_id,proj_name,proj_status,pdo,proj_approval_fy,proj_url,product_line_type,product_line_name,country_code,country_name,region,lending_instrument,lead_gp,contrib_gp,ttl,agreement_type,commitment_amount,lending_category,theme_pfm,theme_procurement,theme_public_admin,theme_env_social
P511035,Optimization of Public Finance Management in Honduras,Active,"To enhance the efficiency, effectiveness, and accountability of public financial management in Honduras.",2026,https://opswork.worldbank.org/home/P511035,Lending Product,IBRD/IDA,HND,Republic of Honduras,Latin America and Caribbean,IPF,GOV,NA,Ruben Leonel Ruano Chinchilla (ADM),IDA,NA,IDA,TRUE,FALSE,FALSE,TRUE
